tmdb_id,imdb_id,title,title_clean,year,release_decade,release_date,budget,revenue,popularity,runtime,vote_average,vote_count,original_language,genre1,genre2,genre3,production_country,main_production_company,female_ratio_all_cast,female_ratio_top3,female_ratio_top5,female_ratio_top10,female_lead,female_second_billed,female_director,female_writer,female_producer,female_executive_producer,female_editor,female_cinematographer,female_crew_ratio,female_creative_leadership_score,movieId,movielens_rating_count,movielens_avg_rating,bechdelRating,bechdel_pass,imdbAverageRating,numVotes,runtimeMinutes,oscar_nomination_count,oscar_win_count,oscar_directing_nomination,oscar_directing_win,oscar_best_picture_nomination,oscar_best_picture_win,budget_raw,revenue_raw,has_budget_data,has_revenue_data,has_financial_data,has_imdb_rating_data,has_bechdel_data,has_cast_representation_data,has_crew_representation_data,has_core_eda_data,profit,roi,log_revenue,log_budget
9087,tt0112346,The American President,american president,1995,1990,1995-11-17,62000000.0,107879496.0,6.318445,106.0,6.5,199.0,en,Comedy,Drama,Romance,United States of America,Columbia Pictures,0.4117647058823529,0.3333333333333333,0.4,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,19475.0,3.6605905006418484,3.0,1.0,6.8,60743.0,114,1,0,0,0,0,0,62000000,107879496.0,1,1,1,1,1,1,1,1,45879496.0,1.739991870967742,18.496525393636873,17.9426449591384
12110,tt0112896,Dracula: Dead and Loving It,dracula dead and loving it,1995,1990,1995-12-22,,,5.430331,88.0,5.7,210.0,en,Comedy,Horror,,France,Columbia Pictures,0.36363636363636365,0.3333333333333333,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,4475.0,2.6721787709497207,3.0,1.0,5.8,45309.0,88,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
21032,tt0112453,Balto,balto,1995,1990,1995-12-22,,11348324.0,12.140733,78.0,7.1,423.0,en,Family,Animation,Adventure,United States of America,Universal Pictures,0.2727272727272727,0.3333333333333333,0.2,0.2222222222222222,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,13,1838.0,3.326441784548422,2.0,0.0,7.1,48248.0,78,0,0,0,0,0,0,0,11348324.0,0,1,0,1,1,1,1,1,,,16.244580713908604,
10858,tt0113987,Nixon,nixon,1995,1990,1995-12-22,44000000.0,13681765.0,5.092,192.0,7.1,72.0,en,History,Drama,,United States of America,Hollywood Pictures,0.16129032258064516,0.3333333333333333,0.2,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,6807.0,3.4308065226972233,,,,,,4,0,0,0,0,0,44000000,13681765.0,1,1,1,0,0,1,1,1,-30318235.0,0.31094920454545455,16.43157455539407,17.599700214609808
1408,tt0112760,Cutthroat Island,cutthroat island,1995,1990,1995-12-22,98000000.0,10017322.0,7.284477,119.0,5.7,137.0,en,Action,Adventure,,France,Le Studio Canal+,0.09090909090909091,0.3333333333333333,0.2,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,15,3125.0,2.72704,1.0,0.0,5.7,30654.0,124,0,0,0,0,0,0,98000000,10017322.0,1,1,1,1,1,1,1,1,-87982678.0,0.10221757142857144,16.119826452257225,18.400478046838927
524,tt0112641,Casino,casino,1995,1990,1995-11-22,52000000.0,116112375.0,10.137389,178.0,7.8,1343.0,en,Drama,Crime,,France,Universal Pictures,0.10344827586206896,0.3333333333333333,0.2,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.3,0.3333333333333333,16,20517.0,3.7955110396256764,2.0,0.0,8.2,565866.0,178,1,0,0,0,0,0,52000000,116112375.0,1,1,1,1,1,1,1,1,64112375.0,2.2329302884615383,18.570069038747533,17.76675429577647
4584,tt0114388,Sense and Sensibility,sense and sensibility,1995,1990,1995-12-13,16500000.0,135000000.0,10.673167,136.0,7.2,364.0,en,Drama,Romance,,United Kingdom,Columbia Pictures Corporation,0.4375,0.6666666666666666,0.4,0.4,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.42857142857142855,0.3333333333333333,17,24292.0,3.9522270706405402,3.0,1.0,7.7,126107.0,136,7,1,0,0,1,0,16500000,135000000.0,1,1,1,1,1,1,1,1,118500000.0,8.181818181818182,18.72078534381011,16.61887099947687
5,tt0113101,Four Rooms,four rooms,1995,1990,1995-12-09,4000000.0,4300000.0,9.026586,98.0,6.5,539.0,en,Crime,Comedy,,United States of America,Miramax Films,0.6363636363636364,0.3333333333333333,0.6,0.6,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.23333333333333334,0.5,18,6090.0,3.409031198686371,3.0,1.0,6.7,111304.0,98,0,0,0,0,0,0,4000000,4300000.0,1,1,1,1,1,1,1,1,300000.0,1.075,15.274125813221904,15.201805169084134
9273,tt0112281,Ace Ventura: When Nature Calls,ace ventura when nature calls,1995,1990,1995-11-10,30000000.0,212385533.0,8.205448,90.0,6.1,1128.0,en,Crime,Comedy,Adventure,United States of America,O Entertainment,0.09090909090909091,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,24212.0,2.633983148851809,0.0,0.0,6.4,234143.0,90,0,0,0,0,0,0,30000000,212385533.0,1,1,1,1,1,1,1,1,182385533.0,7.079517766666667,19.173913737668016,17.216707972959764
11517,tt0113845,Money Train,money train,1995,1990,1995-11-21,60000000.0,35431113.0,7.337906,103.0,5.4,224.0,en,Action,Comedy,Crime,United States of America,Columbia Pictures,0.14285714285714285,0.3333333333333333,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.21739130434782608,0.16666666666666666,20,4621.0,2.894070547500541,,,,,,0,0,0,0,0,0,60000000,35431113.0,1,1,1,0,0,1,1,1,-24568887.0,0.59051855,17.38310091862791,17.909855136853043
8012,tt0113161,Get Shorty,get shorty,1995,1990,1995-10-20,30250000.0,115101622.0,12.669608,105.0,6.4,305.0,en,Comedy,Thriller,Crime,United States of America,Jersey Films,0.14285714285714285,0.3333333333333333,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.26666666666666666,0.16666666666666666,21,25507.0,3.572137060414788,,,,,,0,0,0,0,0,0,30250000,115101622.0,1,1,1,0,0,1,1,1,84851622.0,3.805012297520661,18.561325974374626,17.225006775498976
1710,tt0112722,Copycat,copycat,1995,1990,1995-10-27,,,10.701801,124.0,6.5,199.0,en,Drama,Thriller,,United States of America,Regency Enterprises,0.3,0.6666666666666666,0.4,0.3,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.17647058823529413,0.16666666666666666,22,11026.0,3.3006076546345002,3.0,1.0,6.6,66178.0,123,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
9691,tt0112401,Assassins,assassins,1995,1990,1995-10-06,50000000.0,30303072.0,11.065939,132.0,6.0,394.0,en,Action,Adventure,Crime,France,Silver Pictures,0.2,0.3333333333333333,0.25,0.25,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.3142857142857143,0.3333333333333333,23,4796.0,3.157631359466222,1.0,0.0,6.3,88342.0,133,0,0,0,0,0,0,50000000,30303072.0,1,1,1,1,1,1,1,1,-19696928.0,0.60606144,17.22675968447894,17.72753358339242
12665,tt0114168,Powder,powder,1995,1990,1995-10-27,,,12.133094,111.0,6.3,143.0,en,Drama,Fantasy,Science Fiction,United States of America,Caravan Pictures,0.2,0.3333333333333333,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,9131.0,3.1803745482422516,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
451,tt0113627,Leaving Las Vegas,leaving las vegas,1995,1990,1995-10-27,3600000.0,49800000.0,10.332025,112.0,7.1,365.0,en,Drama,Romance,,United States of America,United Artists,0.5,0.3333333333333333,0.2,0.4,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2727272727272727,0.3333333333333333,25,24619.0,3.6675128965433204,2.0,0.0,7.5,135082.0,111,4,1,1,0,0,0,3600000,49800000.0,1,1,1,1,1,1,1,1,46200000.0,13.833333333333334,17.723525562075203,15.096444681204078
16420,tt0114057,Othello,othello,1995,1990,1995-12-15,,,1.845899,123.0,7.0,33.0,en,Drama,,,Italy,Columbia Pictures,0.25,0.3333333333333333,0.25,0.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,3016.0,3.614058355437666,2.0,0.0,6.8,10194.0,123,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
9263,tt0114011,Now and Then,now and then,1995,1990,1995-10-20,12000000.0,27400000.0,8.681325,100.0,6.6,91.0,en,Comedy,Drama,Family,United States of America,New Line Cinema,0.7142857142857143,1.0,1.0,0.75,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7142857142857143,0.6666666666666666,27,1850.0,3.424864864864865,3.0,1.0,6.8,32532.0,102,0,0,0,0,0,0,12000000,27400000.0,1,1,1,1,1,1,1,1,15400000.0,2.283333333333333,17.126053607854647,16.300417291085605
17015,tt0114117,Persuasion,persuasion,1995,1990,1995-09-27,,,2.228434,104.0,7.4,36.0,en,Drama,Romance,,United Kingdom,BBC Films,0.4444444444444444,0.6666666666666666,0.6,0.6,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.16666666666666666,28,3398.0,4.039876397881106,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
902,tt0112682,The City of Lost Children,city of lost children,1995,1990,1995-05-16,18000000.0,1738611.0,9.822423,108.0,7.6,308.0,fr,Fantasy,Science Fiction,Adventure,France,Procirep,0.3333333333333333,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,29,9897.0,3.920885116702031,3.0,1.0,7.5,71784.0,112,0,0,0,0,0,0,18000000,1738611.0,1,1,1,1,1,1,1,1,-16261389.0,0.0965895,14.368597651708424,16.705882371415992
37557,tt0115012,Shanghai Triad,shanghai triad,1995,1990,1995-04-30,,,1.100915,108.0,6.5,17.0,zh,Drama,Crime,,China,Ministère des Affaires Étrangères,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,1355.0,3.63690036900369,,,,,,1,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
9909,tt0112792,Dangerous Minds,dangerous minds,1995,1990,1995-08-11,,180000000.0,9.481338,99.0,6.4,249.0,en,Drama,Crime,,United States of America,Hollywood Pictures,0.4444444444444444,0.3333333333333333,0.4,0.4444444444444444,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4666666666666667,0.16666666666666666,31,11638.0,3.238314143323595,3.0,1.0,6.5,57195.0,99,0,0,0,0,0,0,0,180000000.0,0,1,0,1,1,1,1,1,,,19.00846741441004,
63,tt0114746,Twelve Monkeys,twelve monkeys,1995,1990,1995-12-29,29500000.0,168840000.0,12.297305,129.0,7.4,2470.0,en,Science Fiction,Thriller,Mystery,United States of America,Universal Pictures,0.23636363636363636,0.3333333333333333,0.2,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.11428571428571428,0.16666666666666666,32,53398.0,3.888769242293719,1.0,0.0,8.0,647905.0,129,0,0,0,0,0,0,29500000,168840000.0,1,1,1,1,1,1,1,1,139340000.0,5.7233898305084745,18.94446208480134,17.19990085520835
78802,tt0114952,Wings of Courage,wings of courage,1996,1990,1996-09-18,,,0.745542,50.0,6.8,4.0,fr,Romance,Adventure,,France,Iwerks Entertainment,0.2,0.3333333333333333,0.25,0.2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.16666666666666666,33,72.0,3.0555555555555554,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
9598,tt0112431,Babe,babe,1995,1990,1995-07-18,30000000.0,254134910.0,14.404764,89.0,6.0,756.0,en,Fantasy,Drama,Comedy,Australia,Universal Pictures,0.5,0.6666666666666666,0.6,0.5714285714285714,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,35238.0,3.6205942448493103,3.0,1.0,6.9,134497.0,91,7,1,1,0,1,0,30000000,254134910.0,1,1,1,1,1,1,1,1,224134910.0,8.471163666666667,19.35337582964417,17.216707972959764
47018,tt0112637,Carrington,carrington,1995,1990,1995-11-08,,,1.493361,121.0,6.4,16.0,en,History,Drama,Romance,France,StudioCanal,0.36363636363636365,0.3333333333333333,0.2,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,35,1566.0,3.5015964240102173,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
687,tt0112818,Dead Man Walking,dead man walking,1995,1990,1995-12-29,11000000.0,39363635.0,6.891317,122.0,7.3,350.0,en,Drama,,,United States of America,Havoc,0.3225806451612903,0.3333333333333333,0.2,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.3333333333333333,36,23751.0,3.9315818281335524,3.0,1.0,7.5,101978.0,122,4,1,1,0,0,0,11000000,39363635.0,1,1,1,1,1,1,1,1,28363635.0,3.5785122727272727,17.488353003930516,16.213405921671733
139405,tt0112286,Across the Sea of Time,across the sea of time,1995,1990,1995-10-20,,,0.114469,51.0,3.5,2.0,en,Adventure,History,Drama,United States of America,Sony New Technologies,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,37,90.0,2.938888888888889,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
33689,tt0113442,It Takes Two,it takes two,1995,1990,1995-11-17,,,7.777735,101.0,6.1,149.0,en,Comedy,Family,Romance,United States of America,Dualstar Productions,0.6666666666666666,0.6666666666666666,0.8,0.6666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,684.0,2.8874269005847952,1.0,0.0,5.9,24952.0,101,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
9603,tt0112697,Clueless,clueless,1995,1990,1995-07-19,12000000.0,,9.882383,97.0,6.9,828.0,en,Comedy,Drama,Romance,United States of America,Paramount Pictures,0.5,1.0,0.5,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7142857142857143,0.5,39,28682.0,3.4133602956558122,3.0,1.0,6.9,246959.0,97,0,0,0,0,0,0,12000000,0.0,1,0,0,1,1,1,1,1,,,,16.300417291085605
34615,tt0112749,"Cry, the Beloved Country",cry the beloved country,1995,1990,1995-12-15,,676525.0,0.894647,106.0,6.7,13.0,en,Drama,,,South Africa,Miramax,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,944.0,3.6509533898305087,,,,,,0,0,0,0,0,0,0,676525.0,0,1,0,0,0,1,1,1,,,13.42472615896605,
31174,tt0114279,Richard III,richard iii,1995,1990,1995-12-29,,,4.561387,104.0,6.9,50.0,en,Drama,War,,United Kingdom,British Screen,0.17647058823529413,0.3333333333333333,0.4,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,5071.0,3.850029579964504,,,,,,2,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
11443,tt0112819,Dead Presidents,dead presidents,1995,1990,1995-10-06,10000000.0,,9.87957,119.0,6.6,80.0,en,Action,Crime,Drama,United States of America,Caravan Pictures,0.23076923076923078,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,0.16666666666666666,42,2607.0,3.0489067894131185,3.0,1.0,6.9,24597.0,119,0,0,0,0,0,0,10000000,0.0,1,0,0,1,1,1,1,1,,,,16.118095750958314
35196,tt0114272,Restoration,restoration,1995,1990,1995-12-29,19000000.0,,10.979269,117.0,6.3,30.0,en,Drama,Romance,,United States of America,Miramax Films,0.3,0.3333333333333333,0.2,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,2656.0,3.4679969879518073,,,,,,2,2,0,0,0,0,19000000,0.0,1,0,0,0,0,1,1,1,,,,16.759949589762293
9312,tt0113855,Mortal Kombat,mortal kombat,1995,1990,1995-08-18,18000000.0,122195920.0,10.870138,101.0,5.4,452.0,en,Action,Fantasy,,United States of America,New Line Cinema,0.14285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.16666666666666666,44,12840.0,2.6292445482866045,1.0,0.0,5.8,124873.0,101,0,0,0,0,0,0,18000000,122195920.0,1,1,1,1,1,1,1,1,104195920.0,6.788662222222222,18.621136224439255,16.705882371415992
577,tt0114681,To Die For,to die for,1995,1990,1995-05-20,20000000.0,21284514.0,10.448481,106.0,6.7,177.0,en,Fantasy,Drama,Comedy,United States of America,The Rank Organisation,0.4166666666666667,0.3333333333333333,0.4,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5454545454545454,0.16666666666666666,45,9632.0,3.372715946843854,,,,,,0,0,0,0,0,0,20000000,21284514.0,1,1,1,0,0,1,1,1,1284514.0,1.0642257,16.873490370985255,16.811242881518265
11861,tt0113347,How To Make An American Quilt,how to make an american quilt,1995,1990,1995-10-06,10000000.0,23574130.0,4.485958,116.0,6.5,38.0,en,Drama,Romance,,United States of America,Universal Pictures,0.6129032258064516,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.625,0.8333333333333334,46,3325.0,3.2690225563909774,3.0,1.0,6.3,12523.0,117,0,0,0,0,0,0,10000000,23574130.0,1,1,1,1,1,1,1,1,13574130.0,2.357413,16.975660524722755,16.118095750958314
807,tt0114369,Se7en,se7en,1995,1990,1995-09-22,33000000.0,327311859.0,18.45743,127.0,8.1,5915.0,en,Crime,Mystery,Thriller,United States of America,New Line Cinema,0.15789473684210525,0.3333333333333333,0.2,0.1111111111111111,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.3333333333333333,47,52658.0,4.068128299593604,1.0,0.0,8.6,1805462.0,127,0,0,0,0,0,0,33000000,327311859.0,1,1,1,1,1,1,1,1,294311859.0,9.918541181818181,19.606423974684137,17.312018149733785
10530,tt0114148,Pocahontas,pocahontas,1995,1990,1995-06-14,55000000.0,346079773.0,13.280069,81.0,6.7,1509.0,en,Adventure,Animation,Drama,United States of America,Walt Disney Pictures,0.21428571428571427,0.3333333333333333,0.2,0.3333333333333333,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.16666666666666666,48,15896.0,2.9566557624559637,3.0,1.0,6.7,203572.0,81,2,2,0,0,0,0,55000000,346079773.0,1,1,1,1,1,1,1,1,291079773.0,6.292359509090909,19.66217986714061,17.822843761378564
8391,tt0114916,When Night Is Falling,when night is falling,1995,1990,1995-05-05,,,3.302524,96.0,5.9,10.0,en,Drama,Romance,,Canada,Alliance Communications Corporation,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8,0.5,49,262.0,3.564885496183206,3.0,1.0,6.5,7447.0,94,0,0,0,0,0,0,0,0.0,0,0,0,1,1,1,1,1,,,,
629,tt0114814,The Usual Suspects,usual suspects,1995,1990,1995-07-19,6000000.0,23341568.0,16.302466,106.0,8.1,3334.0,en,Drama,Crime,Thriller,United States of America,Blue Parrot Productions,0.13333333333333333,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25925925925925924,0.0,50,59271.0,4.300188962561792,1.0,0.0,8.5,1148331.0,106,2,2,0,0,0,0,6000000,23341568.0,1,1,1,1,1,1,1,1,17341568.0,3.890261333333333,16.96574640621366,15.607270193858982
117164,tt0109950,Guardian Angel,guardian angel,1994,1990,1994-11-22,,,0.595949,93.0,6.3,3.0,en,Action,Thriller,Drama,,,0.3333333333333333,0.5,0.5,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,34.0,2.588235294117647,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
11448,tt0113819,Mighty Aphrodite,mighty aphrodite,1995,1990,1995-09-13,15000000.0,6700000.0,15.899134,95.0,6.7,145.0,en,Comedy,Romance,,United States of America,Miramax Films,0.36363636363636365,0.6666666666666666,0.4,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2962962962962963,0.3333333333333333,52,10338.0,3.5355968272393112,,,,,,2,1,0,0,0,0,15000000,6700000.0,1,1,1,0,0,1,1,1,-8300000.0,0.44666666666666666,15.717618233614914,16.52356082573315
49133,tt0110299,Lamerica,lamerica,1994,1990,1994-01-01,,,1.361286,116.0,7.7,11.0,it,Drama,Foreign,,Italy,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,159.0,3.70125786163522,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
26441,tt0112499,The Big Green,big green,1995,1990,1995-09-29,,,5.982764,100.0,5.2,41.0,en,Action,Adventure,Comedy,United States of America,Walt Disney Pictures,0.2,0.3333333333333333,0.2,0.1111111111111111,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,54,1050.0,2.8533333333333335,,,,,,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,1,1,,,,
